ID;Nombre;Edad;Ingreso_Mensual;Fecha_Registro;Suscripcion_Activa;Categoria;Puntaje
355;José_355;38;5.976,25;2020-06-04;T;Z;81.73
1173;Niño-1173;27;$7.288,52;10/08/2025;True;B;54.78
1617;María-1617;61;$3.789,92;12/01/2021;T;D ;101,18
488;Renée 488;46;5.557,49;2020-10-07;NO;C;86.82
895;O'Connor_895;64;4.931,86;31/02/2022;0;;42,82
802;Müller 802;40;-;22/06/2021;True; Z ;47.58
364;José_364;63;7860.0;2019-12-19;0;a;77,66
1126; Müller-1126 ;20;6662.0;2020-10-27;False;c;59.06
1525; Sofía-1525 ;31;8697.0;;SI;N/A;82.95
1469;Ñandú_1469;N/A;3909.0;01-02-2022;True;Z;64,48
1300;Tech–Labs_1300;29;5609.0;2025-01-17;True;A;38,28
865;O'Connor_865;51;3587.0;2023-05-31T00:00:00;True;a;71.89
1590;García-1590;41;NaN;02/02/2019;true;C;104.79
1610;O'Connor 1610;61;3244.0;21-04-2022;0;D ;57.03
1262;José-1262;55;5739.0;25/07/2025;True;C;83.35
1011; Ana 1011 ;64;5182.0;20/11/2023;NO; b ;81.8
2000;Niño-2000;52;6356.0;2023-04-01T00:00:00;F;c;34.62
1401;María 1401;67;3737.98;0000-00-00;NO;A;43.99
285;O'Connor 285;31;5965.0;13/06/2022;false;c;49.8
1423;O'Connor 1423;24;8598.0;2025-08-10;True;N/A;47.69
366;"Compañía ""ACME""_366";21;8.971,01;2021/08/13;0;c;94,03
1394;André-1394;26;6415.0;07/02/2024;True;;51.2
970;"Compañía ""ACME"" 970";20;4547.0;2020/11/15;True;N/A;39.21
1988;Tech–Labs-1988;25;$5.527,63;2023-12-17T00:00:00;true;D ;60.87
1722;Niño_1722;35;8883.0;2025-04-30;true;D ;72.46
710;Müller-710;33;3327.0;2023-03-07;True;C;97.08
1827;García 1827;19;7621.0;31/02/2022;NO; b ;46,50
874;"Compañía ""ACME"" 874";-5;8928.0;26/06/2022;True;Z;87.18
1892;Renée-1892;22;5883.0;23-10-2020;T;a;44.29
691; François 691 ;35;;0000-00-00;F;a;51.14
1904;Niño 1904;27;$4.827,69;2025/04/01;NO;a;101,37
336;Niño_336;55;3637.18;0000-00-00;False;D ;64.85
1918;José-1918;22;2.607,25;17/01/2023;True;D;40.43
203;María 203;38;2822.0;2021-08-01;NO;D ;36,95
790;André_790;43;5020.0;01/02/2024;true;B;75.81
1255; André-1255 ;23;8559.0;23-05-2024;NO;N/A;65.69
1710;Ñandú-1710;66;4503.0;26/01/2023;true;C;73,43
958;Ñandú-958;65;6875.0;2022-05-15;0;D ;73.55
1266;Müller-1266;32;8703.0;2019-12-17;true;D ;75,77
771; André 771 ;25;3205.0;2021-06-11;F; A ;35.38
1548; François_1548 ;18;2782.0;23/06/2020;F;a;106.93
233;Usuario 233;35;2614.0;2022-07-20;false;N/A;82.01
663;Ana-663;53;3988.0;2024-04-16;false;B;63.81
1507;Lía 1507;62;NaN;2020-03-09;SI; b ;88.28
342;O'Connor 342;46;2011.0;2022-03-02T00:00:00;False; N/A ;61.91
909; José-909 ;54;5982.0;2019-08-16;False; D ;85,50
1157;Müller 1157;41;7137.0;04-04-2021;SI;B;66,55
255;André-255;0;3.418,58;2021-09-10;1;c;50.21
1071;"Compañía ""ACME"" 1071";39;8449.0;31/02/2022;F;D;52,15
1308; François-1308 ;64;6917.0;2020-08-24;NO;D;66.45
1549;Ana-1549;65;5.937,12;08/01/2024;F; b ;59.22
83; Sofía 83 ;54;-;02/12/2021;False;;45,66
1089; Lía 1089 ;47;$6.554,83;13/12/2024;NO;A;69.44
678;Usuario-678;31;$6.854,03;2021-06-20;False;;73.71
676; Lía-676 ;43;3.567,95;25/02/2022;True;A;102.53
1331;André 1331;41;2810.0;2025-02-13;T;a;77.63
632; O'Connor_632 ;63;3757.0;2024-08-12;True;a;43.26
1118;Lía_1118;47;3738.84;25-11-2020;NO; D ;52.59
1667;André 1667;67;8200.0;2021-08-21;NO; N/A ;62.19
1158;André 1158;29;4330.0;29/05/2023;0; N/A ;70.39
665; Usuario_665 ;31;6591.0;2024-03-24;0;c;62.46
1778;Usuario-1778;N/A;4892.0;13/04/2022;false;A;39.22
1493;José_1493;18;4513.0;2021-03-09T00:00:00;1;D ;59.3
379; Ñandú-379 ;35;3442.0;2020-02-10T00:00:00;0;;69.76
769;André 769;63;4949.0;25-05-2022;true; A ;101.83
1692;José-1692;60;3648.43;;false;Z;79.3
122;François-122;34;8600.0;31/02/2022;T;A;106.32
1063;Müller_1063;48;4.939,23;;True; c ;54.5
1717;Ana-1717;38;8958.0;06/07/2021;1; B ;70.02
466;Sofía_466;58;6272.16;2023-06-22;False;D;36.54
1970;Niño_1970;28;3721.0;03-12-2021;0;A;76.71
1593; François-1593 ;32;3154.0;30-01-2022;False; N/A ;42,77
1968;Ñandú-1968;54;4504.0;2023-01-04;0;B;69.71
920;Usuario_920;48;7953.0;2019-07-06;1;B;62.9
1935;Tech–Labs_1935;44;-;2025-07-19;1;N/A;74.45
1404; André-1404 ;39;2371.0;;True;C;88.39
694;Müller_694;44;8373.19;07-08-2021;NO; b ;85.66
922; José_922 ;48;—;05/06/2021;False;N/A;37.96
507;María-507;53;2285.0;31/02/2022;F;N/A;67.5
218;Ñandú_218;38;4058.0;10-02-2022;NO;Z;87.72
1224;Müller 1224;26;2.919,59;2024-08-06;F;Z;71.11
390;Usuario 390;60;$7.179,22;0000-00-00;NO;Z;75.16
426;Niño-426;32;5.678,78;2022-12-01;SI;Z;97.26
1989;"Compañía ""ACME"" 1989";24;7.249,42;03-06-2020;false; b ;64.09
1866;María-1866;24;3980.0;09/12/2024;False;A;56.42
330;O'Connor-330;39;8.454,89;16/06/2024;1;c;31.4
350;"Compañía ""ACME"" 350";30;5416.0;16/12/2019;0;c;44.49
1994;José_1994;39;6654.0;2019/08/10;True;c;83.71
23;Niño_23;56;$2.206,14;25/02/2024;True; N/A ;32.03
35;François-35;50;7757.0;2022-02-27;True; Z ;72.47
1301;José 1301;32;8014.70;2023-07-26;true;D;73,65
822;"Compañía ""ACME"" 822";69;—;2021-02-04T00:00:00;SI;;71,61
371;O'Connor 371;64;NaN;24/09/2020;0; D ;95.74
1184; André-1184 ;55;2220.0;01/07/2019;False; N/A ;52.62
288;O'Connor 288;47;3389.0;29-08-2020;False;N/A;87.75
184;García 184;18;6662.39;18/04/2024;true;C;61.92
1581;Ñandú 1581;37;6640.0;2025-01-08;false;B;40.92
533; García-533 ;53;3774.0;24/07/2021;false;A;90.09
1797;Lía-1797;64;6925.0;2024-07-17T00:00:00;SI;C;52.02
1478; Müller-1478 ;33;7009.0;01-08-2021;SI;c;96.94
1162;François 1162;50;2595.0;2020-03-10;T; b ;76.21
1539;José-1539;61;5688.0;31/03/2022;0;N/A;109.94
1185;"Compañía ""ACME""_1185";121;5985.0;2021-04-27;false;;87.41
741; François_741 ;18;$6.624,42;2019/09/08;T;D ;67.94
1601;Usuario 1601;62;3645.0;2025-02-21;F; B ;60,68
1152;Ñandú 1152;67;5732.49;2020-04-22;True; b ;104.63
7;Tech–Labs_7;64;3899.0;2022/06/21;0;C;77.39
942;Lía-942;31;$2.911,80;2025/06/22;F;C;57.42
582;François-582;21;$3.381,74;28/06/2021;NO;B;94,66
1105;José-1105;33;5225.0;27/10/2024;NO;a;80,29
905;Ana_905;57;2140.42;17-01-2019;False; A ;47,74
1783;André_1783;52;$6.642,10;2019-11-13;true;B;64.95
1463;O'Connor-1463;56;2223.0;;false; c ;101.0
1741;Ana-1741;44;;06/07/2020;SI;C;65.06
365;Lía_365;26;3914.0;2021/12/29;T;c;58,40
193;"Compañía ""ACME""-193";30;4482.0;0000-00-00;True;c;57,95
182;Ana_182;57;8922.0;2022/12/01;False;a;39.82
215;François 215;29;8964.0;;true;B;103.15
486;Lía_486;44;8274.0;28-07-2025;1; C ;32.35
1523; Ana 1523 ;46;7685.0;2022-08-11T00:00:00;NO;c;53.79
649;Lía 649;43;5699.0;13/07/2022;1;D;97.19
1147;Tech–Labs-1147;30;7204.0;2019-08-02;T;Z;101.87
1530;Ana_1530;26;$6.733,06;2021-02-22;False;N/A;91.78
359;María 359;51;8804.0;2020-10-23;False; b ;31.89
560; O'Connor 560 ;61;2138.0;2019-12-25;False;B;73.59
417;Usuario 417;67;5747.0;0000-00-00;NO;D ;108,40
873;Ñandú 873;0;2.985,19;25/01/2020;SI;;42.9
1309; Usuario_1309 ;33;7362.0;01/01/2022;False; b ;63.98
1982; Ñandú-1982 ;54;—;03-11-2024;True; b ;35.42
1634;José 1634;23;3879.0;31/02/2022;true; D ;95,43
1356;Tech–Labs-1356;68;3564.0;2022-05-03;F;A;82.01
775;José-775;52;5770.0;13/05/2020;0; b ;62.48
431;Renée_431;52;6969.0;2022/11/29;T; A ;88.65
448;María-448;121;2836.60;2019-05-18;NO; a ;56.76
102;François-102;53;5486.0;2023/12/16;T;Z;92.17
1863;Renée_1863;43;2822.0;31/02/2022;True;A;48.88
208;Lía-208;61;5577.0;31/02/2022;SI;c;99.48
789;Sofía-789;29;NaN;0000-00-00;True;;81.12
1896;O'Connor 1896;44;$5.544,23;13/03/2019;True;a;73.48
1119;Renée 1119;27;4321.0;2023/04/27;SI; A ;43.3
289;Sofía-289;28;8.944,40;2022-11-16;false;a;87.94
1734;Niño_1734;33;$5.496,06;2021-01-16;F;Z;53.67
845;Niño 845;45;6305.0;2021-08-25;1; ;105.12
1859; Tech–Labs-1859 ;68;3.865,33;;true;D ;62.18
917;María-917;54;3859.0;2023-12-31;True;N/A;32.4
1167; García-1167 ;33;6.887,33;31/02/2022;SI;D ;68.85
1457;Ñandú_1457;67;2391.0;2021/12/11;True;c;90.01
1772;André_1772;52;6233.0;31/07/2020;True;D ;80.6
1384;Lía_1384;44;2444.0;;F;D ;54,57
805;María 805;40;6.126,10;04/07/2024;True;A;79.38
965;O'Connor-965;30;6.213,53;2024-12-03T00:00:00;NO; Z ;84.05
1786; Lía 1786 ;31;7922.12;2023/04/28;0;;67,18
1864;François 1864;68;;2023-09-07;SI;a;30.54
1431;André 1431;61;7988.0;0000-00-00;True;D;97.96
254;François_254;121;3355.0;2019/06/19;0;D ;94.76
1696;Renée_1696;61;8610.0;31/02/2022;SI; b ;52,37
937;Ana_937;29;7573.0;2019-02-05;False;c;109.32
456;José 456;52;2.269,09;2024-07-07;True; C ;65.98
539;José 539;29;3856.0;2024-06-21;1;c;33.5
875;Renée-875;30;$6.651,14;2019-01-19;T;Z;91.89
269;Renée 269;0;7084.0;2019-10-05;SI; Z ;104.98
1088;Müller_1088;24;5768.0;2021-08-08;false;C;47,91
1315;Müller 1315;59;7024.99;2019-04-10;false;Z;100.05
766;Ana-766;32;3.814,69;2024-06-30;False;Z;37.07
546;Ñandú-546;41;8583.0;31/02/2022;SI;A;101,21
1552;Renée 1552;54;8499.0;13-12-2021;0; C ;104.86
1850;Ana_1850;60;7741.0;2019-10-05;False; Z ;56.48
1596;Müller 1596;36;4396.14;0000-00-00;true;a;30.02
119;Sofía-119;51;2.510,00;2020-02-09T00:00:00;true;D ;34.51
1674;Tech–Labs-1674;21;6568.30;;1;;85.51
414;"Compañía ""ACME""-414";64;;2022-05-31T00:00:00;SI;D;92.6
1546;François-1546;37;4152.0;;false;a;98.05
175;Ana 175;69;$5.228,07;2024-09-25;True;N/A;62.72
1969; André 1969 ;0;-;2025-04-16;False;Z;47.1
401;Lía 401;49;$5.042,59;2020/12/03;NO; ;69.95
1567;Tech–Labs 1567;27;3890.0;2020-01-17;true; Z ;105.46
94;José_94;69;7486.0;24/05/2019;NO;Z;65.88
1923;Niño-1923;62;$6.888,60;2021/10/02;0;Z;50.91
1008; García_1008 ;121;2903.0;2023-03-22T00:00:00;True;B;88.29
312;"Compañía ""ACME""-312";65;5369.0;2021/07/28;True;;59.83
519; José-519 ;20;2193.0;2024-06-30;SI;D ;78.05
1481;García_1481;42;2233.0;2022-05-17;True;D;107.04
154;García 154;-5;$7.725,50;2023-01-04;False;D ;87.48
1141; Ñandú 1141 ;32;;31/02/2022;T;N/A;72.83
921;José_921;19;-;2019-01-16;NO;Z;46.12
1826;Sofía 1826;53;7109.0;2019-05-08T00:00:00;False;D ;91.78
444; Usuario_444 ;47;3206.0;0000-00-00;false;A;47.65
1568;O'Connor_1568;0;;2020-03-25T00:00:00;SI;N/A;82.75
1085;Ñandú-1085;31;7550.0;2024-02-11;True;C;106.32
1963;Renée-1963;45;NaN;2023-05-15T00:00:00;true;;78.36
1048;Müller 1048;39;3490.0;0000-00-00;SI;N/A;103.72
1055; Tech–Labs-1055 ;55;;19-07-2020;SI;D;82,99
226; O'Connor_226 ;66;$3.341,79;2019-08-04;1;D ;90.67
1025;Tech–Labs_1025;30;5731.0;;NO;D ;63,53
1578; José_1578 ;55;8694.0;2024-11-05;SI;;105.81
714;García 714;56;4843.0;14-09-2023;NO; N/A ;98,79
436;Sofía_436;21;8679.0;2021-10-10;false;C;77.44
180;Ana-180;0;7959.0;;SI;A;91.7
1928;Usuario 1928;44;2114.0;14-11-2022;False;D;37.65
1140; André_1140 ;23;$8.708,47;18/03/2020;false;C;84.43
509;María_509;21;2987.0;;SI;D;83.42
33;Niño 33;69;—;31/02/2022;true;c;109,82
1691;Tech–Labs_1691;21;;2023-04-06;False;C;85.03
1661;Renée-1661;50;6505.76;2022-12-11;SI;D ;72.2
39;Ñandú_39;23;3.794,19;2024/05/09;0; a ;31.33
25;Renée_25;21;8374.0;06-08-2023;True;D;90,44
30;Müller-30;69;3282.0;2020-12-10;NO;D;70.86
200;José-200;25;4806.0;2024-02-02T00:00:00;NO;D ;48.49
1230;Lía 1230;-5;4594.0;2020/08/16;true;D;49,81
833;André_833;50;4696.0;2023/09/14;T; b ;109.71
1503;Niño_1503;47;6798.0;2024-08-21;F;c;50,16
1320;Tech–Labs_1320;59;8.398,19;2019-04-22;true; D ;109,95
1574;Ana-1574;52;5181.74;2021-08-05;0;c;60.35
181;García-181;48;7109.0;2019/02/20;false;C;88.92
824;Niño_824;67;4.547,76;2019-12-03;False;N/A;42.16
1283;Niño 1283;63;7368.92;17/08/2023;false;D;90,25
1941; O'Connor_1941 ;38;3478.0;04/09/2024;False;C;69.01
1948;Tech–Labs-1948;60;4318.0;2025/06/03;false; D ;84.36
265;García-265;53;2.588,92;2023-03-28;false;N/A;30.51
127;Usuario 127;32;5.981,65;2024-10-23;False;D ;47.04
1484;" Compañía ""ACME"" 1484 ";54;3103.96;20-11-2022;False; b ;32.44
720;" Compañía ""ACME""_720 ";0;7460.0;04/10/2021;False;D ;71.31
296;Ana_296;0;4270.0;10-12-2022;False;N/A;53.91
795;Usuario_795;44;$8.231,72;31/02/2022;SI;c;101.79
653;María-653;62;—;2025-01-10;true;a;101.4
661;Usuario_661;27;NaN;2019-07-31T00:00:00;True;c;48.43
1660; María_1660 ;34;8203.0;2019-09-14;True; b ;109.41
106;María_106;66;2928.0;31/02/2022;False;B;107.06
1096;Usuario-1096;45;2585.0;2023-09-24;F;D ;102.74
1259;François_1259;39;4180.0;2022/04/04;NO; N/A ;36.82
348;Sofía-348;21;5635.0;2023-08-20;T;N/A;94.24
746;François-746;35;$4.607,65;2025-02-10;1; b ;89.45
923;André_923;24;2305.0;0000-00-00;false;A;67.68
420;María_420;31;5697.0;2024-06-26;False;D;39.72
403; Müller_403 ;35;7864.0;31/02/2022;False; N/A ;66.76
510;André-510;63;—;2022-07-02;False; B ;36,32
1846;François_1846;20;3.660,59;2019-09-11;false; ;39.08
1074; Lía 1074 ;54;8852.41;2024-02-01;False; ;30.02
1411; Tech–Labs-1411 ;35;5959.0;;True;C;92.62
1327; Ana_1327 ;58;6126.0;2019-02-16T00:00:00;SI; Z ;104.3
1664;Renée-1664;42;2489.0;2024-09-27;False;;82.25
1204; Sofía_1204 ;68;3.216,91;0000-00-00;True;c;80.87
1226;Renée_1226;64;7.215,61;13/04/2019;false;D;70.89
670; Müller_670 ;55;$7.310,88;31/02/2022;False;D;65.91
916;Müller-916;21;5588.19;2024-02-22;0;A;89.04
1971;García-1971;51;6227.0;2024-03-22T00:00:00;F;D ;46.28
1626;André 1626;56;8229.0;11/06/2022;F; c ;103,42
232;Usuario-232;46;7085.0;16/08/2025;True;c;97.56
731;Renée_731;23;7725.0;;false;A;36.68
1475; García 1475 ;40;$2.266,69;03/05/2020;true;a;87.12
1459;"Compañía ""ACME""-1459";59;7695.92;2024-08-29T00:00:00;False;B;106.82
1222;André_1222;N/A;2779.0;18/05/2022;T;A;59.68
704;Ana 704;67;3364.0;03-12-2022;F;D;64.72
870;François_870;63;2071.0;2020/10/16;0; c ;95.89
1830;Ana-1830;24;5947.0;2025-04-09;False;c;49.65
1573;O'Connor-1573;31;$8.845,93;2024-07-08;NO;N/A;46.05
1322;Lía 1322;25;$8.379,04;2023-05-24;true; ;108.2
1678;Usuario 1678;62;4422.0;2024/10/11;0;a;86.36
1556;Ñandú-1556;61;7.444,18;23/07/2024;0;D;38.49
717;Müller-717;45;2.062,21;2022/03/08;F; c ;77.91
126;François 126;47;3848.0;0000-00-00;F; D ;32.3
688;Renée_688;36;-;2023-12-21;false;D;52.11
1781; Usuario_1781 ;48;NaN;0000-00-00;F;N/A;75.34
552;André-552;43;8133.0;2019-12-29;T; C ;61,04
748; Niño_748 ;30;4382.0;2020-06-15;True; Z ;109.77
608;" Compañía ""ACME""-608 ";26;7923.0;10-05-2025;T;D;88.97
1893;Lía_1893;36;8850.0;2019-12-09;T;D ;68.14
1045; André 1045 ;48;2787.0;28-07-2019;1;c;44.6
809;O'Connor 809;42;5442.0;2021-08-29;F;D;92.16
1033;García_1033;50;3462.0;2022-11-26;T; b ;54,51
541;José-541;41;3819.0;2025-05-13;False;N/A;85.4
1302;Niño_1302;53;3356.0;2024-10-04;False; D ;35.68
578;O'Connor 578;57;4694.0;01/08/2020;True;A;89,03
797; Sofía-797 ;47;8.523,52;2023/07/13;F;D;61.68
1543;Usuario-1543;39;2818.0;2024-11-21T00:00:00;false; b ;42,55
1281;María-1281;25;-;2020-04-30T00:00:00;True;N/A;38.15
399; François 399 ;55;8793.0;26/03/2024;False;D ;72.82
564;Renée-564;62;2582.0;2023/06/02;True;D ;57.7
1961;André 1961;19;6.557,71;03/08/2023;True;;90.72
1236; Niño-1236 ;N/A;—;2019-11-14;true; b ;30.22
1632;François-1632;23;6563.0;15/05/2021;True; C ;35.61
90; María-90 ;49;5440.0;29/03/2023;0;B;89.19
1429;"Compañía ""ACME""-1429";35;-;13/05/2024;False; B ;101.96
889; María_889 ;37;8519.0;22/03/2020;1;D ;51.76
192;Ñandú 192;45;7479.0;23/11/2019;False; D ;77.63
1570;Renée 1570;66;3849.0;2019-07-05T00:00:00;False;B;55.6
1603;García 1603;58;$7.821,17;24/02/2023;T;C;42.29
1648;García_1648;-5;8216.0;2023-07-07;False;B;105.79
1978;"Compañía ""ACME"" 1978";21;8006.0;2019-04-11;NO;D;78.5
898;Niño-898;52;3801.98;2023/01/22;False; B ;31,90
1499;Renée_1499;41;4322.0;28/07/2025;False; b ;103.01
1882;José 1882;25;8711.0;0000-00-00;False; ;90.67
1728;Ñandú 1728;38;8152.72;2023-12-24;True;c;72,76
1052;Tech–Labs_1052;62;4593.35;01-06-2020;true; D ;85,23
1248;O'Connor_1248;45;4521.0;22-10-2022;True; a ;40.96
1241;Renée_1241;30;NaN;02/04/2023;false;c;51.69
249;Usuario_249;121;$8.007,05;02/12/2023;SI;;80,38
1214;Ñandú-1214;121;7490.0;08-01-2020;T;A;75.67
1643;Niño_1643;58;3.284,94;07/05/2022;0; b ;90.82
1416;Lía-1416;62;8243.0;31/02/2022;True;N/A;94,25
71;O'Connor 71;43;2116.61;31/02/2022;F;;85.08
800;María_800;67;7001.0;0000-00-00;1; c ;41.78
853;Müller 853;42;5970.0;31/02/2022;true;Z;99.05
700;André-700;51;8124.0;2019-10-11;SI;D ;80,20
1947;André-1947;63;-;2022-03-12;True;B;106.77
1558;O'Connor-1558;67;7.273,29;2021-05-27;True;a;45,49
1998; Renée-1998 ;57;3245.0;2019-02-21;True;D;55,56
1131;María-1131;43;;2019-10-28;False;Z;60.44
881; García-881 ;21;$3.307,95;2025/04/03;True;N/A;86.81
1272;José-1272;20;5.969,81;06-05-2019;false; D ;86.12
1244; O'Connor-1244 ;54;2309.0;11/02/2023;SI; b ;51.42
1258;Tech–Labs 1258;32;5932.71;2019-02-18;SI;B;81.71
772;José 772;65;3675.0;26/10/2019;False;C;104.69
1439; Sofía-1439 ;64;$3.397,79;30/12/2023;F; a ;104.67
1313;"Compañía ""ACME"" 1313";21;7.510,13;01-11-2021;SI;D;54.83
378;Tech–Labs 378;18;7299.0;0000-00-00;NO;Z;105.39
952; O'Connor-952 ;68;8331.0;2023-08-26;1;Z;83.33
673;Tech–Labs-673;51;4524.72;10/03/2022;True;;47.07
1263;Tech–Labs 1263;33;5446.0;2022-01-20;T;c;99.44
367;Tech–Labs 367;44;$4.823,71;05-05-2023;T;D;84.41
987; Sofía_987 ;56;2273.0;2025/04/25;True;D ;45,14
860; José_860 ;22;$3.716,54;04-10-2024;NO;B;37.37
515; Tech–Labs 515 ;64;8581.0;2025/01/30;False;c;91,91
1551;" Compañía ""ACME"" 1551 ";67;3936.0;2020-07-13;0;c;68.17
1598;O'Connor-1598;58;—;2025-05-15;NO;Z;31.68
1839;Tech–Labs-1839;24;2144.83;31-01-2021;1;A;49.27
852;Müller_852;29;6.182,47;2025-02-08;False;D ;38,56
1589;Usuario 1589;28;3725.0;2021-09-11;False;A;58.29
1619; Ana_1619 ;37;3158.0;2019-04-15;False;;49,58
607; María 607 ;39;$4.668,86;2022/04/11;True; a ;32.88
334; María_334 ;45;2703.0;28-07-2020;F; A ;108.17
1828;"Compañía ""ACME""-1828";40;4195.0;2021-08-27;1;A;62.84
1129;Ñandú_1129;27;2143.57;01/05/2020;false;D;58.56
1153;"Compañía ""ACME""-1153";41;7248.0;2020-02-14T00:00:00;False;D ;88.97
1905; Lía_1905 ;46;6952.0;20/11/2023;False;Z;95.02
564;Ana-564;53;4046.0;2024-10-12T00:00:00;True;A;77.44
1249;André-1249;20;6537.11;2020-12-28T00:00:00;False;;102.78
242;O'Connor_242;47;2.145,61;2019-10-20;F;c;33.37
846;Ana 846;0;5563.0;2021-07-11;False; A ;37.39
1031;O'Connor-1031;51;3761.0;09/08/2019;0;c;94.81
1637;María_1637;21;—;2020-12-08;0;Z;48.25
1428;André_1428;27;7141.0;2023-11-30;T;a;45.25
223;Sofía_223;42;3639.0;20/09/2024;SI;B;66.77
550;O'Connor-550;18;7744.0;15-03-2024;true; b ;107.76
1644;André-1644;69;NaN;02/08/2024;True;c;99.77
1645;José-1645;62;4597.0;11/11/2020;False; B ;78.93
893;Sofía-893;28;7634.0;2022-11-17;False; a ;78.28
1086;"Compañía ""ACME"" 1086";68;4579.87;2022-12-05;1;Z;30.05
527;Usuario 527;38;;31/02/2022;True;A;84.03
446;Ñandú-446;34;2659.0;2023-11-11;False; b ;44.26
1087; O'Connor 1087 ;121;5440.0;2020-06-19;False; D ;73.01
944;Sofía 944;51;5866.0;07/01/2020;false;D;81.59
1062; Sofía 1062 ;0;2610.0;;false;a;83.68
1847;O'Connor 1847;69;2331.0;22/11/2022;true;Z;60.89
641;Renée_641;37;;2019-03-27T00:00:00;F; N/A ;78.25
626; André_626 ;62;2460.0;2021-12-27;F; c ;61.05
15; Tech–Labs 15 ;57;2.337,52;02/03/2021;1; ;58.54
166;Niño-166;21;3.065,88;2025-06-01T00:00:00;false; b ;66.16
619;O'Connor 619;-5;8766.0;2019-11-03;true;a;31.89
1544;Usuario_1544;54;6945.0;2023-03-26;False; C ;34.38
1907; Tech–Labs-1907 ;45;6443.0;2020-02-02;0;a;65.91
1575;Niño-1575;44;$2.869,46;2019-04-04;1;c;104.75
1789; Ñandú_1789 ;36;6801.0;22-08-2019;True;a;62.84
1425;Renée 1425;65;2.792,77;2024-12-06;SI;B;52.97
1492;Lía 1492;35;6234.96;2022-09-18;1;Z;68.7
1627;María 1627;62;7.958,08;0000-00-00;F; D ;82,50
1037;O'Connor-1037;57;7256.0;2025-01-10;SI;D;104.62
1183;Sofía_1183;50;3.223,50;2023/09/03;False;D;93.84
1688;Ñandú 1688;43;;05/05/2023;1;Z;80,08
440;Sofía 440;54;7174.0;2019-06-11;1;B;77.95
1311;José-1311;N/A;4918.0;2024-05-31;False;c;49.49
1169;O'Connor_1169;43;8841.0;2022/06/27;F;c;90.14
406;Ñandú-406;67;4279.0;2021-02-27;false;D;96.01
594;Lía-594;28;7560.0;17-09-2021;0;B;45.12
1438;Ana_1438;57;8891.0;2024-04-02;F; b ;58.94
1819;Ñandú_1819;52;2007.0;2019-11-16;True; D ;92,56
1726;García_1726;69;;;True;D ;47.9
478;"Compañía ""ACME"" 478";41;7416.35;2020-04-29;False; b ;80.77
1695;Renée 1695;59;$4.176,34;31/02/2022;false; D ;64.53
1806;María 1806;68;7186.00;31/02/2022;T; B ;91.8
26;O'Connor_26;121;3722.0;2023-12-25;True;D ;104.38
590;Tech–Labs 590;49;7575.0;2023/05/09;False;D;35.74
1106;García_1106;46;;10/09/2024;1;Z;85,72
362;Tech–Labs-362;20;8780.0;2021/09/25;false;B;57,29
134;Ñandú_134;68;8991.0;12-11-2024;False;c;62.02
2; Renée 2 ;38;2466.0;2022-05-23;True;C;34.65
294;Sofía-294;43;6238.97;16-04-2019;true; B ;43.4
1044;Ñandú-1044;56;5740.77;28-06-2019;True;;100.9
1054;Renée_1054;63;5.454,97;2022-07-31T00:00:00;0; b ;94.19
1359;Ana-1359;23;2.555,99;31/02/2022;true;c;83.79
887;André_887;61;NaN;2019-10-15T00:00:00;SI;c;64.7
1526;María 1526;59;2669.0;2020-01-11;0;;89.63
1064;José 1064;67;—;;NO;c;80.51
584;Ana 584;33;7776.0;2025-08-19;true; c ;97,37
351; Renée_351 ;48;7158.0;2025-01-15T00:00:00;False;N/A;86.72
1108; Sofía-1108 ;23;4630.0;2019/08/14;T;A;85,10
882;María_882;20;6.887,14;2019-06-20;False;Z;50,99
897;García_897;63;6470.0;2024-05-14;F;B;34,19
496;Lía-496;26;8.144,71;04/05/2021;True;B;36.17
331;François-331;35;5719.0;2019-10-30;False;C;75.65
54;Niño_54;51;—;17/08/2021;1;D;99.13
192;Lía_192;59;2990.0;2019/11/30;true;;76.81
791;Renée-791;55;3610.0;2024/05/13;SI;a;77.53
1198; Usuario-1198 ;38;$5.934,43;26-07-2019;False; b ;95.82
914;Müller-914;69;$2.931,72;2024-04-22;false;A;81.85
1461;Ñandú_1461;121;3625.30;2020-05-17;False; b ;61.68
489;Renée_489;N/A;7569.0;2022-10-19;True;B;66.74
770;Müller 770;57;$6.550,76;2019/08/18;False;D;37.55
1595;Ñandú-1595;64;6890.0;07-07-2023;false;c;59.5
1869; François_1869 ;33;6997.0;2021-06-09;True;B;62.59
1936;André_1936;24;-;2019-11-03;True;C;54.75
1909;Ñandú-1909;51;—;;F;a;55.92
1491;García_1491;47;7272.0;31/02/2022;False;D ;70,22
1962;Lía_1962;46;8644.0;2020-01-20;true;N/A;97.56
1868;Ana-1868;43;$8.607,71;02/05/2024;True; b ;85,12
1448;Usuario 1448;59;2089.0;2025-03-29;True; A ;106,40
545;Lía_545;65;3141.0;2023-06-24T00:00:00;False;C;61.44
150;Renée 150;51;4.362,69;2022/08/05;True; N/A ;30.6
517;García 517;68;6600.0;28/06/2019;False;N/A;48,99
886;François_886;40;3975.0;16/07/2023;True; b ;48.97
1243;José_1243;-5;2954.0;15/02/2023;false; Z ;94,01
752; María-752 ;66;-;2023-02-14;True; B ;91.82
1621; García_1621 ;20;5534.0;31/02/2022;false;;102.65
